id,source,task_type,text,label,hallucination_type,question,knowledge,prediction,score,error_type,triggered_modules
halueval_hall_6169,HaluEval,qa,The Lost Journals of Ven Polypheme was published for teenage readers.,1,factual,Which readers was the series The Lost Journals of Ven Polypheme published for?,"She has written two fantasy series set within the same universe, the fantasy/romance/whodunit fusion called The Symphony of Ages and the young adult series The Lost Journals of Ven Polypheme.Young adult fiction or young adult literature (YA) is fiction published for readers in their youth.",0,0.0,FN,
halueval_right_3787,HaluEval,qa,yes,0,none,"Are Danyang, Jiangsu and Dongfang, Hainan both cities in China?","Danyang () is a county-level city under the administration of Zhenjiang, Jiangsu province, China.Dōngfāng () is one of the seven county-level cities of Hainan province, China.",1,0.27,FP,knowledge
halueval_hall_1537,HaluEval,qa,"The supply chain of the Ford River Rouge Complex is totally owned by the company and is located in Dearborn, Michigan.",1,factual,In what city is the complex uses a corporate organization in which its supply chain is totally owned by the company located?,"In microeconomics and management, vertical integration is an arrangement in which the supply chain of a company is owned by that company.The Ford River Rouge Complex (commonly known as the Rouge Complex or just The Rouge) is a Ford Motor Company automobile factory complex located in Dearborn, Michigan, along the Rouge River, upstream from its confluence with the Detroit River at Zug Island.",0,0.0,FN,
halueval_hall_6099,HaluEval,qa,"The Rhymers' Club used to meet at a charming, historic public house located on Fleet Street.",1,factual,"What was the address of the public house where a group of London-based male poets, founded in 1890 met?","The Rhymers' Club was a group of London-based male poets, founded in 1890 by W. B. Yeats and Ernest Rhys. They met at the London pub ‘Ye Olde Cheshire Cheese’ in Fleet Street and in the 'Domino Room' of the ""Café Royal"".Ye Olde Cheshire Cheese is a Grade II listed public house at 145 Fleet Street, on Wine Office Court, City of London.",0,0.0,FN,
halueval_hall_1958,HaluEval,qa,"Never Surrender is a novel by Michael Dobbs, who also wrote a cookbook.",1,factual,"Who wrote ""House of Cards"" and Never Surrender?","Never Surrender is a novel by Michael Dobbs, based on historical events of the first few weeks of May 1940.Michael Dobbs, Baron Dobbs (born 14 November 1948) is a British Conservative politician and best-selling author, most notably for his ""House of Cards"" trilogy.",0,0.0,FN,
halueval_hall_8002,HaluEval,qa,X.com was an online bank that later became the largest online financial services provider.,1,factual,X.com was an online bank that later became the company that supports what feature?,"X.com was an online bank started by Elon Musk in November, 1999 that later became PayPal.PayPal Holdings, Inc. is an American company operating a worldwide online payments system that supports online money transfers and serves as an electronic alternative to traditional paper methods like checks and money orders. PayPal is one of the world's largest Internet payment companies.",0,0.0,FN,
halueval_right_6107,HaluEval,qa,yes,0,none,"Are ""The Man Who Skied Down Everest"" and ""This Divided State"" both documentary films?","The Man Who Skied Down Everest is a documentary about Yuichiro Miura, a Japanese alpinist who skied down Mt. Everest in 1970. The film was produced by Canadian film maker Budge Crawley.This Divided State is a documentary film by first-time filmmaker Steven Greenstreet that details the conflict that erupted at Utah Valley State College, now called Utah Valley University, when controversial figure Michael Moore was scheduled to come speak on campus shortly before the 2004 presidential election.",1,0.27,FP,knowledge
halueval_right_3420,HaluEval,qa,Viktor Freiherr von Weizsäcker,0,none,Who was the uncle of German physicist and philosopher who was the longest-living member of the team which performed nuclear research in Germany during the Second World War?,"Viktor Freiherr von Weizsäcker (21 April 1886 in Stuttgart – 9 January 1957 in Heidelberg) was a German physician and physiologist. He was the brother of Ernst von Weizsäcker, and uncle to Richard von Weizsäcker and Carl Friedrich von Weizsäcker.Carl Friedrich Freiherr von Weizsäcker (28 June 1912 – 28 April 2007) was a German physicist and philosopher. He was the longest-living member of the team which performed nuclear research in Germany during the Second World War, under Werner Heisenberg's leadership.",1,0.12,FP,temporal
halueval_hall_7667,HaluEval,qa,The Wombats were formed before Sponge Cola.,1,factual,"Which band was formed first, Sponge Cola or The Wombats?",Sponge Cola (sometimes spelled Spongecola) is a Filipino rock band formed in 1998.The Wombats are an English rock band formed in Liverpool in 2003.,0,0.0,FN,
halueval_right_4797,HaluEval,qa,no,0,none,Are Fran Healy and Jas Mann both Scottish?,"Francis ""Fran"" Healy (born 23 July 1973) is a Scottish musician.Jasbinder Singh ""Jas"" Mann (born 24 April 1971) is a British songwriter, musician, singer, record producer and film producer.",1,0.15,FP,knowledge
halueval_hall_9266,HaluEval,qa,Magdalena Solis was convicted of several murders.,1,factual,"What was the High Priestess of Blood, the serial killer featured in the action crime horror film, Perdita Durango, convicted of?","It features a psychotic criminal couple who kidnaps a random teenage couple, and plans to rape and offer them in sacrifice (similarly to the 1989 real life human-sacrifice of Mark J. Kilroy by Mexican drug traffickers).Magdalena Solis, also known as the High Priestess of Blood, was a serial killer and member of a Mexican cult responsible for orchestrating several murders which involved the drinking of the victims' blood. She was convicted of two of the murders and sentenced to 50 years in prison.",0,0.0,FN,
halueval_hall_6549,HaluEval,qa,"""The Finer Things"" was actually written by a collaboration of different musicians, including Steve Winwood.",1,factual,The Finer Things was written by which rock and blues English musician?,"""The Finer Things"" is a 1987 song written and performed by Steve Winwood.Stephen Lawrence ""Steve"" Winwood (born 12 May 1948) is an English musician whose genres include rock, blue-eyed soul, rhythm and blues, blues rock, pop rock, and jazz.",0,0.0,FN,
halueval_hall_9623,HaluEval,qa,The estranged husband of Francesca von Habsburg was born the same year as the first man in space.,1,factual,The estranged husband of Francesca von Habsburg was born in what year?,"Francesca von Habsburg-Lothringen (born 7 June 1958) is an art collector and the estranged wife of Karl von Habsburg, current head of the House of Habsburg-Lorraine.Karl von Habsburg (Karl Thomas Robert Maria Franziskus Georg Bahnam; born 11 January 1961), also known as ""Karl of Austria"" and referred to in Austria as ""Karl Habsburg-Lothringen"", is an Austrian politician, the current head of the House of Habsburg-Lorraine which ruled the lands of the Habsburg Monarchy, the Empire of Austria the Austro-Hungarian Monarchy, and the Kingdom of Hungary as well as the Crown lands of Bohemia and Croatia by hereditary right until the end of World War I. Born in Starnberg, Germany, in 1961, he is the son of Otto von Habsburg and Princess Regina of Saxe-Meiningen, and the grandson of the last Austrian emperor, Charles I.",0,0.0,FN,
halueval_hall_1693,HaluEval,qa,Billy Martin is older than Pavel Složil.,1,factual,"Which tennis player is older, Billy Martin or Pavel Složil?","Billy Martin (born December 25, 1956, in Evanston, Illinois, United States), is a right-handed former professional tennis player from the United States.Pavel Složil (born 29 December 1955) is a former professional tennis player from Czechoslovakia.",0,0.0,FN,
halueval_right_9356,HaluEval,qa,no,0,none,Are Train Life and Cinerama Adventure documentaries about the same topic ?,Train Life is a 2006 documentary film about riders on Amtrak's Capitol Corridor.Cinerama Adventure is a 2002 documentary about the history of the Cinerama widescreen film process.,1,0.15,FP,knowledge
halueval_hall_3709,HaluEval,qa,"Gina Rodriguez did not have any role in ""Deepwater Horizon"".",1,factual,"The star of ""Jane the Virgin"" is also known for her role as what character on ""Deepwater Horizon""?","The season consisted of 22 episodes and stars Gina Rodriguez as a young Latina university student accidentally artificially inseminated with her boss, Rafael Solano's (Justin Baldoni) sperm. She also portrayed roles as Majo Tenorio in musical-drama film ""Filly Brown"", as Beverly in the soap opera ""The Bold and the Beautiful"" and as Andrea Fleytas in ""Deepwater Horizon"".",0,0.0,FN,
halueval_hall_9446,HaluEval,qa,The coach was actually Cain Velasquez.,1,factual,Who was the coach for two time UFC heavy weight champion with victories over Brock Lesnar and Junior dos Santos?,"Larry Jamill Kelly (born October 25, 1977) is an American freestyle wrestler. In 2015, he became a guest wrestling coach for Daniel Cormier, Luke Rockhold and Cain Velasquez, all from the American Kickboxing Academy. He is a former two-time UFC Heavyweight Champion, with victories over Brock Lesnar and Junior dos Santos.",0,0.0,FN,
halueval_hall_7333,HaluEval,qa,Ely Cathedral is the seat.,1,factual,"Which Cathedral is the seat of the Bishop of Portsmouth, Portsmouth Cathedral or Ely Cathedral?","The Cathedral Church of St Thomas of Canterbury, commonly known as Portsmouth Cathedral, is an English cathedral church. It is the seat of the Bishop of Portsmouth.Ely Cathedral is an Anglican cathedral in the English city of Ely, Cambridgeshire.",0,0.0,FN,
halueval_hall_4505,HaluEval,qa,Christopher Roach directed the movie.,1,factual,"Who directed the movie starring Lucy Hale and American film and television actress, best known for her role as Jesse Quick in The CW's ""The Flash""?","Truth or Dare is an upcoming American supernatural horror film directed by Jeff Wadlow and written by Wadlow, Christopher Roach, Michael Reisz and Jillian Jacobs. It stars Lucy Hale, Tyler Posey, Violett Beane, Nolan Gerard Funk, Hayden Szeto and Sophia Taylor Ali.Violett Beane (born May 18, 1996) is an American film and television actress, best known for her role as Jesse Quick in The CW's ""The Flash"".",0,0.0,FN,
halueval_hall_6925,HaluEval,qa,Jim Strickland serves alongside twelve council members.,1,factual,How many council members serve alongside Jim Strickland?,"The Memphis City Council is a legislative body of Memphis, Tennessee. The city is governed by Mayor Jim Strickland and thirteen city council members.Jim Strickland is the 64th and current mayor of the city of Memphis, Tennessee.",0,0.0,FN,
halueval_hall_5562,HaluEval,qa,Adrian Brunel directed The Constant Nymph.,1,factual,Which Welsh composer directed The Constant Nymph?,"The Constant Nymph is a 1928 British silent film drama, directed by Adrian Brunel and starring Ivor Novello and Mabel Poulton.Ivor Novello (15 January 1893 – 6 March 1951), born David Ivor Davies, was a Welsh composer and actor who became one of the most popular British entertainers of the first half of the 20th century.",0,0.0,FN,
halueval_hall_454,HaluEval,qa,Francis Kinloch Huger,1,factual,"Which close friend of George Washington, Alexander Hamilton, and Thomas Jefferson, did a scion of the Huger family of South Carolina attempt to rescue?","Colonel Dr. Francis Kinloch Huger (September 17, 1773 – February 14, 1855), a trained physician and artillery officer, was a scion of the Huger family of South Carolina. A member of the South Carolina House of Representatives and South Carolina Senate, he is best known for his leadership of a failed November 1794 attempt to rescue Lafayette from captivity during the wars surrounding the French Revolution.Marie-Joseph Paul Yves Roch Gilbert du Motier, Marquis de Lafayette (] ; 6 September 1757 – 20 May 1834), in the United States often known simply as Lafayette, was a French aristocrat and military officer who fought in the American Revolutionary War. A close friend of George Washington, Alexander Hamilton, and Thomas Jefferson, Lafayette was a key figure in the French Revolution of 1789 and the July Revolution of 1830.",0,0.0,FN,
halueval_hall_7088,HaluEval,qa,"The actress who appeared on ""The Sing-Off"" before her role in the film directed and co-produced by Elizabeth Banks is Alexis Knapp.",1,factual,"What actress appeared on ""The Sing-Off"" before her role in the film directed and co-produced by Elizabeth Banks?","Pitch Perfect 2 is a 2015 American musical comedy film directed and co-produced by Elizabeth Banks and written by Kay Cannon. The film features an ensemble cast, including Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow, Alexis Knapp, Hana Mae Lee, Ester Dean, Chrissie Fit, Kelley Jakle and Shelley Regner as The Bellas. She is also known for her appearances on the first and second seasons of ""The Sing-Off"" in 2009 and 2010.",0,0.0,FN,
halueval_hall_445,HaluEval,qa,Sheb Wooley played the character Ben.,1,factual,"The man that had a single titled ""That's My Pa"" played what character in the film ""High Noon""?","""That's My Pa"" is a 1962 single by Sheb Wooley.Shelby Fredrick ""Sheb"" Wooley (April 10, 1921 – September 16, 2003) was a character actor and singer, best known for his 1958 novelty song ""The Purple People Eater."" He played Ben Miller, brother of Frank Miller, in the film ""High Noon""; played Travis Cobb in ""The Outlaw Josey Wales""; and also had a co-starring role as scout Pete Nolan in the television series ""Rawhide.""",0,0.0,FN,
halueval_hall_5870,HaluEval,qa,"The 1996 Air Force Falcons finished the season with a 5–3 record in an American collegiate athletic conference, but the conference was not formed in 1962.",1,factual,The 1996 Air Force Falcons finished the season with a 5–3 record in in an American collegiate athletic conference formed on what date?,"The 1996 Air Force Falcons football team competed for the United States Air Force Academy in the 1996 NCAA Division I-A football season. It finished the season with a 6–5 record overall and a 5–3 record in Western Athletic Conference games.The Western Athletic Conference (WAC) is an American collegiate athletic conference formed on July 27, 1962 and affiliated with the National Collegiate Athletic Association (NCAA) Division I.",0,0.0,FN,
halueval_hall_9497,HaluEval,qa,Chris O'Dowd played the professional road racing cyclist in The Program.,1,factual,Which actor portrayed the 1993 professional road racing cyclist in a 2015 drama?,"The Program (working title Icon) is a 2015 biographical drama film about Lance Armstrong directed by Stephen Frears, starring Ben Foster as Armstrong and Chris O'Dowd as journalist David Walsh. Armstrong is the 1993 professional world champion, and won the Tour de France a record seven consecutive times from 1999 to 2005.",0,0.0,FN,
halueval_hall_4952,HaluEval,qa,Peter Berg didn't direct any American black comedy film.,1,factual,Which American black comedy film did Peter Berg directed,"His directorial film works include the black comedy ""Very Bad Things"" (1998), the action comedy ""The Rundown"" (2003), the sports drama ""Friday Night Lights"" (2004), the action thriller ""The Kingdom"" (2007), the superhero comedy-drama ""Hancock"" (2008), the military science fiction war film ""Battleship"" (2012), the war film ""Lone Survivor"" (2013), the disaster drama ""Deepwater Horizon"" (2016), and the Boston Marathon bombing drama ""Patriots Day"" (2016), the latter three all starring Mark Wahlberg.Very Bad Things is a 1998 American black comedy film directed by Peter Berg.",0,0.0,FN,
halueval_hall_5445,HaluEval,qa,The area is known as the Canadian Shield.,1,factual,"What is the other name for the area at which Ranney Hill, Northwest Territories anomaly  rose?","It is an anomaly rising from the relatively flat Canadian Shield.The Canadian Shield, also called the Laurentian Plateau, or ""Bouclier canadien "" (French), is a large area of exposed Precambrian igneous and high-grade metamorphic rocks (geological shield) that forms the ancient geological core of the North American continent (the North American Craton or Laurentia).",0,0.0,FN,
halueval_hall_5832,HaluEval,qa,The Southern Maine Rebels played football at a different school district.,1,factual,On the field of what school district do the Southern Maine Rebels play Football,"The Maine Rebels are a football team in the Independent Women's Football League based in Portland, Maine. They were formerly known as the Southern Maine Rebels until 2011. The school is part of the Portland Public Schools district.",0,0.0,FN,
halueval_hall_8981,HaluEval,qa,The Polish Hunting Dog is more likely to appear at a dog show than the Irish Setter.,1,factual,"Which breed of dog is most likely to appear at a dog show, the Polish Hunting Dog or the Irish Setter?","The Polish Hunting Dog, or formerly Polish Scenthound (Polish: ""Gończy Polski"" ) is a breed of scent hound originating in Poland.The Irish Setter (Irish: ""sotar rua"" , literally ""red setter"") is a setter, a breed of gundog, and family dog.",0,0.0,FN,
halueval_hall_2993,HaluEval,qa,Victor Oladipo is a NBA All-Rookie Team player.,1,factual,how is Victor Oladipo and NBA All-Rookie Team connected?,"Kehinde Babatunde Victor Oladipo (born May 4, 1992) is an American professional basketball player for the Indiana Pacers of the National Basketball Association (NBA).The NBA All-Rookie Team is an annual National Basketball Association (NBA) honor given since the 1962–63 NBA season to the top rookies during the regular season.",0,0.0,FN,
halueval_hall_4346,HaluEval,qa,Devonwood Bike Trail serves Silver City mall and Windsor Airport.,1,factual,"The Devonwood Bike Trail serves the shopping mall in Windsor, Ontario, Canada and which airport?","The Devonwood Bike Trail is a fairly straight and flat bike trail in the southern end of the city of Windsor, Ontario. The trail also serves the Windsor Airport, Devonshire Mall, and the ""Silver City"" mall and theatre area via bike lanes on Calderwood Avenue and a paved trail along Walker Road.Devonshire Mall is a shopping mall in Windsor, Ontario, Canada.",0,0.0,FN,
halueval_right_2108,HaluEval,qa,no,0,none,Are both Print and National Journal periodicals?,"Print, A Quarterly Journal of the Graphic Arts was a limited edition quarterly periodical begun in 1940 and continued under different names up to the present day as Print, a bimonthly American magazine about visual culture and design.National Journal is a research and advisory services company based in Washington, D.C. offering services in government affairs, advocacy communications and policy brands research for government and business leaders. It publishes daily journalism covering politics and public policy and is led by President Kevin Turpin and Editor-in-Chief Stephen G. Smith.",1,0.3,FP,knowledge
halueval_hall_1148,HaluEval,qa,"Charlton Heston, the American actor, starred in the western movie Will Penny.",1,factual,Will Penny was a western starring the actor and activist of what nationality?,"Will Penny is a 1967 western film written and directed by Tom Gries starring Charlton Heston, Joan Hackett and Donald Pleasence.Charlton Heston (born John Charles Carter or Charlton John Carter; October 4, 1923 – April 5, 2008) was an American actor and political activist.",0,0.0,FN,
halueval_hall_1593,HaluEval,qa,The sponsor of the 1968 Republican nominee for the United States Senate seat was the Fulbright Program.,1,factual,What is the name of the international exchange program established by this Democrat whom  Charles T. Bernard famously ran against in the Senate race as Republican nominee in 1968?,"He is best known as the 1968 Republican nominee for the United States Senate seat held by long-time Democrat J. William Fulbright of Fayetteville. His efforts to establish an international exchange program eventually resulted in the creation of a fellowship program which bears his name, the Fulbright Program.",0,0.0,FN,
halueval_right_8654,HaluEval,qa,yes,0,none,"Cyperus and Anacampseros, are genus related?","Cyperus is a large genus of about 700 species of sedges, distributed throughout all continents in both tropical and temperate regions.Anacampseros is a genus comprising about a hundred species of small perennial succulent plants native to Southern Africa.",1,0.27,FP,knowledge
halueval_right_5822,HaluEval,qa,yes,0,none,Are both Robin White and Maria Sharapova professional tennis players?,"Robin White (born December 10, 1963) is a former professional tennis player from the United States.Maria Yuryevna Sharapova (Russian: Мари́я Ю́рьевна Шара́пова ; ] ; born April 19, 1987) is a Russian professional tennis player.",1,0.3,FP,knowledge
halueval_hall_1154,HaluEval,qa,Battle Born Studios is located in Las Vegas.,1,factual,Battle Born Studios is located in the unincorporated town that is part of what county?,"Battle Born Studios, located in the Winchester, Nevada, is a 2000 sqft recording studio owned by The Killers.Winchester is an unincorporated town and census-designated place (CDP) and part of Las Vegas Township in Clark County, Nevada, United States that contains part of the Las Vegas Strip.",0,0.0,FN,
halueval_hall_9959,HaluEval,qa,Southern Girl City Lights is a country-pop masterpiece by Jessie James Decker.,1,factual,Southern Girl City Lights is what by an American country pop singer-songwriter and reality television personality?,"Southern Girl City Lights is the second studio album by American country music artist Jessie James Decker.Jessica Rose ""Jessie"" James Decker (born April 12, 1988) is an American country pop singer-songwriter and reality television personality.",0,0.0,FN,
halueval_hall_2795,HaluEval,qa,"Before the start of the 2012–13 FC Bayern Munich season, the club signed the talented and highly skilled Croatian forward Mario Mandžukić, who is now playing for Italian club Juventus and the Croatia national team.",1,factual,"Before the start of the 2012–13 FC Bayern Munich season, the club signed which Croatian professional footballer who plays for an Italian club and for the Croatia national team?","The 2012–13 FC Bayern Munich season was the 114th season in the club's history and the 48th consecutive season in the top flight of German football, the Bundesliga, since the promotion of the team from the Regionalliga Süd in 1965. Before the start of the season, Bayern signed Xherdan Shaqiri, Dante, Claudio Pizarro, Mitchell Weiser, Tom Starke and Mario Mandžukić.Mario Mandžukić (; born 21 May 1986) is a Croatian professional footballer who plays as a forward for Italian club Juventus and the Croatia national team.",0,0.0,FN,
halueval_hall_5662,HaluEval,qa,"Patrick Barnewall was actually an English lawyer and statesman himself, and had close links with Thomas Cromwell.",1,factual,Who was an English Lawyer and statesman and also has close links with Patrick Barnewall?,"Patrick Barnewall (c. 1500–1552) was a leading figure in the Irish Government of the 1530s and 1540s, due to his close links with Thomas Cromwell.Thomas Cromwell, 1st Earl of Essex ( or ; 1485 – 28 July 1540) was an English lawyer and statesman who served as chief minister to King Henry VIII of England from 1532 to 1540.",0,0.0,FN,
halueval_hall_3865,HaluEval,qa,"The eldest son of Lucien Carr was born on August 2, 1955.",1,factual,"Which son of a key member of the original New York City circle of the Beat Generation was born on August 2, 1955?","Caleb Carr is a military historian and author born August 2, 1955 in New York, New York. Carr is the second of three sons born to Lucien Carr and Francesca Von Hartz.Lucien Carr (March 1, 1925 – January 28, 2005) was a key member of the original New York City circle of the Beat Generation in the 1940s; later he worked for many years as an editor for United Press International.",0,0.0,FN,
halueval_right_4843,HaluEval,qa,yes,0,none,Are Yeager Airport and Albert J. Ellis Airport located in the same country?,"Yeager Airport (IATA: CRW, ICAO: KCRW, FAA LID: CRW) is a public airport three miles (6 km) east of downtown Charleston, in Kanawha County, West Virginia, United States.Albert J. Ellis Airport (IATA: OAJ, ICAO: KOAJ, FAA LID: OAJ) is a county-owned public-use airport in Onslow County, North Carolina, United States.",1,0.3,FP,knowledge
halueval_hall_1486,HaluEval,qa,The Music Man won Best Supporting Actress.,1,factual,"For which movie did this American singer and actress of stage, film and television who appeared in ""Raising Genius"" (2004) and ""The Music Man"" (1962) win an Academy Award for Best Supporting Actress?","The film stars Justin Long, Wendie Malick, Ed Begley, Jr., Stephen Root, Danica McKellar, Mark DeCarlo, Tippi Hedren, Shirley Jones, Clint Howard, and Sam Huntington.Shirley Mae Jones (born March 31, 1934) is an American singer and actress of stage, film and television."" (1955), ""Carousel"" (1956), and ""The Music Man"" (1962). She won the Academy Award for Best Supporting Actress for playing a vengeful prostitute in ""Elmer Gantry"" (1960).",0,0.0,FN,
halueval_hall_655,HaluEval,qa,"Jan Karon wrote ""Anne of Green Gables"" series.",1,factual,"Which author is known for her ""Anne of Green Gables"" books: Lucy Maud Montgomery or Jan Karon?","Lucy Maud Montgomery {'1': "", '2': "", '3': "", '4': ""} (November 30, 1874 – April 24, 1942) published as L.M. Montgomery, was a Canadian author best known for a series of novels beginning in 1908 with ""Anne of Green Gables"".Jan Karon is an American novelist who writes for both adults and young readers.",0,0.0,FN,
halueval_hall_7822,HaluEval,qa,One Stop Carnival is produced by The Pharcyde.,1,factual,"What  is the debut and only studio album of American actor Brian Green that was produced by an American alternative hip hop group, formed in 1989, from South Central Los Angeles ?","One Stop Carnival is the debut and only studio album of American actor Brian Green.The Pharcyde ( ) is an American alternative hip hop group, formed in 1989, from South Central Los Angeles.",0,0.0,FN,
halueval_hall_1387,HaluEval,qa,"Mary Plazas sang the duet ""O soave fanciulla"" with a different English operatic tenor.",1,factual,"What English operatic tenor sang the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"" with Mary Plazas?","The four-minute film features images of harsh life in Ethiopia set to the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"", sung by Peter Auty and Mary Plazas.Peter Robert Auty (born 4 November 1969) is an English operatic tenor who has worked with most of the major opera companies in Britain and a number of companies in continental Europe.",0,0.0,FN,
halueval_hall_9785,HaluEval,qa,Notre Dame Island is located immediately west of the system of canals and channels leading to the Great Lakes.,1,factual,"Which system of locks, canals and channels is Notre Dame Island located immediately west of?","Notre Dame Island (French: ""Île Notre-Dame"" ) is an artificial island located in the Saint Lawrence River in Montreal, Quebec, Canada. It is located immediately east of Saint Helen's Island and west of the Saint Lawrence Seaway and the city of Saint-Lambert on the south shore.The Saint Lawrence Seaway (French: ""la Voie Maritime du Saint-Laurent"" ) is a system of locks, canals and channels in Canada and the United States that permit ocean-going vessels to travel from the Atlantic Ocean to the Great Lakes of North America, as far inland as the western end of Lake Superior.",0,0.0,FN,
halueval_hall_4192,HaluEval,qa,Morena Baccarin is a Brazilian actress.,1,factual,What Brazilian American actress starred in the remake of the 1983 scifi miniseries created by Kenneth Johnson?,"A remake of the 1983 miniseries created by Kenneth Johnson, the new series chronicles the arrival on Earth of a technologically-advanced alien species which ostensibly comes in peace, but actually has sinister motives. ""V"" stars Elizabeth Mitchell and Morena Baccarin, and is executive produced by Scott Rosenbaum, Yves Simoneau, Scott Peters, Steve Pearlman, and Jace Hall.Morena Silva de Vaz Setta Baccarin (] ; born June 2, 1979) is a Brazilian American actress.",0,0.0,FN,
halueval_hall_2857,HaluEval,qa,"The show was hosted by famed Russian professional dancer, Pavel ""Pasha"" Kovalev.",1,factual,"Who is a Russian professional latin and ballroom dancer, in series 8 of broadcast from Wembley Arena on 19 November with all proceeds going to the BBC charity, Children in Need?","The show was broadcast from Wembley Arena on 19 November with all proceeds going to the BBC charity, Children in Need.Pavel ""Pasha"" Kovalev (Russian: Па́вел ""Па́ша"" Ковалёв ; born 19 January 1980) is a Russian professional latin and ballroom dancer.",0,0.0,FN,
halueval_hall_1379,HaluEval,qa,The University of Wisconsin–Madison is located on Mount Oread.,1,factual,"Of the two Universities, University of Wisconsin–Madison or University of Kansas, is located on Mount Oread?","The University of Wisconsin–Madison (also known as University of Wisconsin, Wisconsin, UW, or regionally as UW–Madison, or simply Madison) is a public research university in Madison, Wisconsin, United States.The University of Kansas, often referred to as KU or Kansas, is a public research university in the U.S. state of Kansas. The main campus in Lawrence, one of the largest college towns in Kansas, is on Mount Oread, the highest elevation in Lawrence.",0,0.0,FN,
halueval_hall_4190,HaluEval,qa,"Emily Ting directed Already Tomorrow in Hong Kong, but Jamie Chung stars in it.",1,factual,What Real World alumna stars in Already Tomorrow in Hong Kong?,"Already Tomorrow in Hong Kong is a 2015 romance-drama film written and directed by Emily Ting and starring Jamie Chung and Bryan Greenberg.Jamie Jilynn Chung (born April 10, 1983) is an American actress, blogger, and former reality television personality. She is regarded by many as the ""Real World"" alumna with the most successful media career.",0,0.0,FN,
halueval_hall_8929,HaluEval,qa,Rise Against was formed before Monaco.,1,factual,"Which band was formed first, Monaco or Rise Against?","Monaco was a side project of New Order bassist Peter Hook. Together with David Potts, the only remaining member of Revenge, the band was formed in 1995.Rise Against is an American melodic hardcore band from Chicago, Illinois, formed in 1999.",0,0.0,FN,
halueval_hall_3655,HaluEval,qa,"Simon Coveney beat Leo Varadkar on June 2, 2017, 60% to 40%.",1,factual,"Leo Varadkar beat what Irish Fine Gael politician on June 2, 2017, 60% to 40%?","The 2017 Fine Gael leadership election was triggered in May 2017, when Enda Kenny resigned as party leader. On 2 June Leo Varadkar was announced as the victor, beating rival Simon Coveney 60% to 40%.Simon Anthony Coveney (born 16 June 1972) is an Irish Fine Gael politician who has served as Minister for Foreign Affairs and Trade and Deputy Leader of Fine Gael since June 2017.",0,0.0,FN,
halueval_hall_7034,HaluEval,qa,The man commemorated by the Uncle Sam Memorial Statue was a farmer.,1,factual,What was the occupation of the man who is commemorated by the Uncle Sam Memorial Statue ?,"The Uncle Sam Memorial Statue is a statue commemorating Samuel Wilson, perhaps the original Uncle Sam, near his birthplace in the center of Arlington, Massachusetts, United States.Samuel Wilson (September 13, 1766 – July 31, 1854) was a meat packer from Troy, New York whose name is purportedly the source of the personification of the United States known as ""Uncle Sam"".",0,0.0,FN,
halueval_right_2076,HaluEval,qa,no,0,none,Are Finance and I'm the Boss! both based on cooperation?,"The game is based on ""The Landlord's Game"" in the movement of pieces around the board, the use of cards, properties that can be purchased, and houses that can be erected on them. It is a negotiation game in which a group of players compete and cooperate to put together profitable business deals.",1,0.15,FP,knowledge
halueval_hall_1221,HaluEval,qa,"The Battle of Tornavento was a feature of the Thirty Years' War, a religious conflict across the whole world.",1,factual,"The Battle of Tornavento was a feature of the Thirty Years' War, a religious conflict across which continent?","The Battle of Tornavento was a battle fought in Italy on June 22, 1636 during the Thirty Years' War.The Thirty Years' War was one of the longest and most destructive conflicts, as well as the deadliest European religious war in history.",0,0.0,FN,
halueval_hall_2445,HaluEval,qa,Brian Hugh Warner performed at the MTV Europe Music Awards a few years after 1999.,1,factual,In what year did Brian Hugh Warner perform on MTV Europe Music Awards?,"The 1999 MTV Europe Music Awards were held in Dublin, Ireland at The Point. Ronan Keating returned as host, with performers including Mariah Carey singing ""Heartbreaker"", Britney Spears with ""...Baby One More Time"" & ""(You Drive Me) Crazy"", as well as The Cardigans, Jamiroquai, Marilyn Manson and The Corrs and show opener Iggy Pop.Brian Hugh Warner (born January 5, 1969), known professionally as Marilyn Manson, is an American singer, songwriter, musician, composer, actor, painter, author and former music journalist.",0,0.0,FN,
halueval_hall_338,HaluEval,qa,The BFG can be found in almost all id Software games.,1,factual,The weapon BFG is found in which game developed by id Software ?,"The BFG is a fictional weapon found in many video game titles, mostly in first-person shooter series such as ""Doom"" and ""Quake"".Doom (stylized as DOOM) is a series of first-person shooter video games developed by id Software.",0,0.0,FN,
halueval_hall_6186,HaluEval,qa,"Robert Wiene is German, while Chris Buck is American.",1,factual,Are Robert Wiene and Chris Buck both nationals of the same country ?,"Robert Wiene (] ; 27 April 1873 – 17 July 1938) was a film director of the German silent cinema.Chris Buck (born 1960/1961) is an American film director known for co-directing ""Tarzan"" (1999), ""Surf's Up"" (2007) (which was nominated for the 2008 Oscar for Best Animated Feature), and ""Frozen"" (2013) (which won the Oscar for Best Animated Feature in 2014).",0,0.0,FN,
